,batting_team,bowling_team,city,current_score,balls_left,wickets_left,current_run_rate,last_five_over_runs,final_score
11845,New Zealand,South Africa,Centurion,161,12,5,8.944444444444445,47.0,177
10434,New Zealand,India,Hamilton,113,51,9,9.826086956521738,36.0,212
44495,England,West Indies,Trinidad,96,42,5,7.384615384615385,33.0,121
33426,South Africa,New Zealand,Auckland,137,21,4,8.303030303030303,36.0,165
3846,Sri Lanka,Bangladesh,Pallekele,198,0,5,9.9,68.0,198
716,New Zealand,Australia,Wellington,104,24,5,6.5,50.0,118
8112,England,West Indies,Barbados,138,11,5,7.5963302752293576,25.0,165
37335,England,South Africa,Durban,92,55,7,8.492307692307692,37.0,204
27043,South Africa,Pakistan,Johannesburg,184,0,7,9.2,60.0,188
18835,India,Australia,Mirpur,159,-1,3,7.884297520661157,53.0,159
50800,Pakistan,New Zealand,Auckland,49,59,5,4.819672131147541,22.0,153
22367,India,South Africa,Johannesburg,128,48,7,10.666666666666666,44.0,203
23534,England,Afghanistan,Delhi,132,6,3,6.947368421052632,47.0,142
34975,Sri Lanka,Bangladesh,Johannesburg,50,71,8,6.122448979591836,31.0,147
10908,New Zealand,Pakistan,Dubai,62,70,8,7.44,26.0,153
36965,South Africa,England,Cape Town,56,65,7,6.109090909090909,23.0,154
16594,Australia,West Indies,London,110,32,6,7.5,50.0,169
33672,New Zealand,England,Manchester,97,19,4,5.762376237623762,28.0,123
26615,Sri Lanka,Pakistan,Abu Dhabi,94,55,7,8.676923076923076,31.0,141
27739,South Africa,Sri Lanka,Johannesburg,82,53,9,7.343283582089552,43.0,198
33631,New Zealand,England,Manchester,59,60,7,5.9,40.0,123
6641,South Africa,New Zealand,Barbados,132,19,7,7.841584158415841,54.0,170
34647,Pakistan,India,Colombo,105,31,5,7.078651685393258,44.0,128
9400,Bangladesh,Australia,Mirpur,21,90,8,4.2,20.0,153
4399,Pakistan,Australia,Colombo,92,39,8,6.814814814814815,47.0,149
48192,India,West Indies,Lauderhill,85,56,9,7.96875,33.0,167
32048,England,New Zealand,Manchester,146,23,5,9.030927835051546,50.0,191
48167,India,West Indies,Lauderhill,60,79,10,8.78048780487805,51.0,167
32033,England,New Zealand,Manchester,112,38,6,8.195121951219512,33.0,191
27700,South Africa,Sri Lanka,Johannesburg,27,92,10,5.785714285714286,27.0,198
42713,New Zealand,India,Auckland,132,22,5,8.081632653061224,35.0,158
29702,India,West Indies,Mumbai,131,25,8,8.273684210526316,41.0,192
13813,Australia,South Africa,Durban,145,14,3,8.20754716981132,45.0,157
34486,Australia,Pakistan,Dubai,48,67,7,5.433962264150943,29.0,89
42808,Sri Lanka,South Africa,Chittagong,85,54,7,7.7272727272727275,32.0,165
13042,New Zealand,South Africa,Durban,90,46,6,7.297297297297297,27.0,153
22913,New Zealand,West Indies,Auckland,153,1,3,7.714285714285714,43.0,155
11641,New Zealand,Sri Lanka,Pallekele,37,89,10,7.161290322580645,36.0,174
21487,India,England,Durban,93,57,10,8.857142857142858,55.0,218
23043,Bangladesh,Australia,Cape Town,122,1,2,6.151260504201681,25.0,123
43966,New Zealand,Sri Lanka,Colombo,152,15,7,8.685714285714285,44.0,170
481,England,South Africa,Nottingham,97,16,2,5.596153846153846,19.0,111
44870,England,Australia,Cardiff,120,35,8,8.470588235294118,63.0,182
16588,Australia,West Indies,London,100,38,6,7.317073170731708,46.0,169
31813,Bangladesh,West Indies,St Kitts,131,13,3,7.345794392523365,23.0,143
41547,Pakistan,England,Manchester,74,67,9,8.377358490566039,47.0,195
14252,England,South Africa,Johannesburg,61,72,7,7.625,47.0,171
7719,West Indies,Australia,St Lucia,80,41,3,6.075949367088608,24.0,105
44455,England,West Indies,Trinidad,54,79,9,7.902439024390244,36.0,121
42855,Sri Lanka,South Africa,Chittagong,152,8,4,8.142857142857142,44.0,165
14327,England,South Africa,Johannesburg,171,1,0,8.621848739495798,36.0,171
26144,South Africa,Pakistan,Colombo,92,24,6,5.75,40.0,133
24749,India,Pakistan,Bangalore,35,88,10,6.5625,34.0,133
34407,India,South Africa,Cape Town,131,23,6,8.103092783505154,35.0,172
32734,New Zealand,England,St Lucia,39,83,9,6.324324324324325,33.0,149
34888,England,South Africa,Cardiff,131,38,7,9.585365853658537,58.0,181
49058,Sri Lanka,India,Colombo,87,50,8,7.457142857142857,25.0,171
16131,South Africa,India,Nottingham,120,5,6,6.260869565217392,27.0,130
8224,India,South Africa,Colombo,117,21,5,7.090909090909091,42.0,152
49978,Pakistan,England,Dubai,122,13,5,6.841121495327103,43.0,144
33294,Bangladesh,India,Colombo,107,28,5,6.978260869565218,35.0,139
1860,Pakistan,West Indies,Trinidad,40,76,9,5.454545454545454,27.0,132
20520,West Indies,Sri Lanka,Pallekele,73,39,8,5.407407407407407,32.0,129
26614,Sri Lanka,Pakistan,Abu Dhabi,94,56,7,8.8125,33.0,141
15028,India,England,Mumbai,108,37,6,7.807228915662651,33.0,177
31138,India,New Zealand,Wellington,94,39,5,6.962962962962963,33.0,149
39027,Sri Lanka,Australia,Pallekele,97,42,7,7.461538461538462,34.0,198
7025,South Africa,England,Southampton,138,3,7,7.076923076923077,48.0,142
27212,Sri Lanka,Bangladesh,Colombo,72,80,9,10.8,44.0,214
29197,South Africa,Australia,Johannesburg,142,28,9,9.26086956521739,53.0,201
42101,New Zealand,South Africa,Johannesburg,116,9,3,6.27027027027027,35.0,129
36023,Australia,India,Melbourne,101,21,3,6.121212121212121,37.0,132
17233,Pakistan,Sri Lanka,Johannesburg,158,15,5,9.028571428571428,50.0,189
39160,Australia,India,Sydney,126,36,7,9.0,48.0,197
49909,Pakistan,England,Dubai,51,82,9,8.052631578947368,42.0,144
29925,New Zealand,Bangladesh,Mount Maunganui,104,50,7,8.914285714285715,50.0,195
21960,West Indies,Pakistan,Abu Dhabi,27,80,7,4.05,17.0,103
3568,New Zealand,Australia,Sydney,89,26,5,5.680851063829787,35.0,117
26047,Australia,South Africa,Johannesburg,166,0,3,8.3,56.0,166
4989,South Africa,Afghanistan,Mumbai,94,55,8,8.676923076923076,28.0,209
27735,South Africa,Sri Lanka,Johannesburg,73,57,9,6.9523809523809526,37.0,198
22475,Australia,Sri Lanka,Adelaide,86,67,10,9.735849056603774,55.0,233
19041,New Zealand,India,Auckland,87,40,6,6.525,23.0,132
18045,South Africa,India,Chandigarh,88,51,8,7.6521739130434785,46.0,149
29206,South Africa,Australia,Johannesburg,166,19,8,9.861386138613861,61.0,201
32367,Bangladesh,Sri Lanka,Colombo,65,78,7,9.285714285714286,42.0,155
49482,England,West Indies,London,144,8,5,7.714285714285714,33.0,161
23595,West Indies,India,Barbados,54,67,10,6.113207547169812,29.0,169
43911,New Zealand,Sri Lanka,Colombo,66,70,10,7.92,42.0,170
12711,New Zealand,England,Delhi,149,7,4,7.911504424778761,38.0,153
50415,Sri Lanka,Pakistan,Dubai,73,66,10,8.11111111111111,40.0,211
20136,West Indies,Australia,Barbados,111,59,7,10.918032786885245,55.0,160
12656,New Zealand,England,Delhi,89,59,9,8.754098360655737,46.0,153
12622,New Zealand,England,Delhi,37,91,9,7.655172413793103,37.0,153
7131,Australia,Sri Lanka,Nottingham,122,21,4,7.393939393939394,46.0,159
46495,Australia,India,Sydney,161,7,7,8.548672566371682,44.0,171
14560,Australia,India,Sydney,131,15,4,7.485714285714286,41.0,164
36164,Australia,India,Sydney,191,1,5,9.630252100840336,59.0,194
1213,Australia,India,Chandigarh,132,18,5,7.764705882352941,36.0,160
31517,Sri Lanka,Pakistan,London,60,56,6,5.625,28.0,138
90,West Indies,India,Lauderhill,68,32,4,4.636363636363637,24.0,95
39001,Sri Lanka,Australia,Pallekele,69,67,8,7.811320754716981,32.0,198
5597,Pakistan,Sri Lanka,Lahore,65,66,9,7.222222222222222,36.0,180
25536,Pakistan,New Zealand,Hamilton,73,50,7,6.257142857142857,37.0,168
546,South Africa,England,Cape Town,61,71,8,7.469387755102041,41.0,191
39555,Pakistan,New Zealand,Dubai,125,19,5,7.425742574257426,29.0,153
43327,West Indies,Bangladesh,Mirpur,111,37,8,8.024096385542169,54.0,171
50723,South Africa,England,Centurion,195,12,6,10.833333333333334,57.0,222
42708,New Zealand,India,Auckland,127,25,6,8.021052631578947,46.0,158
25742,Australia,Pakistan,Dubai,71,60,6,7.1,27.0,108
45576,Australia,Sri Lanka,Pallekele,73,84,9,12.166666666666666,69.0,263
34862,England,South Africa,Cardiff,80,64,9,8.571428571428571,43.0,181
227,West Indies,Australia,St Lucia,134,18,5,7.882352941176471,62.0,150
30685,Pakistan,Australia,Dubai,95,2,1,4.830508474576271,28.0,96
4868,South Africa,Afghanistan,Barbados,77,56,7,7.21875,28.0,139
46954,Pakistan,Bangladesh,Mirpur,76,47,8,6.2465753424657535,39.0,141
11277,New Zealand,West Indies,Auckland,56,81,9,8.615384615384615,43.0,189
27239,Sri Lanka,Bangladesh,Colombo,117,53,9,10.477611940298507,46.0,214
30044,Australia,South Africa,Adelaide,68,56,6,6.375,25.0,144
48406,South Africa,Sri Lanka,Colombo,23,88,8,4.3125,22.0,115
15006,India,England,Mumbai,87,59,7,8.557377049180328,37.0,177
17927,South Africa,Pakistan,Cape Town,117,47,9,9.616438356164384,54.0,192
28899,Sri Lanka,South Africa,Delhi,54,78,8,7.714285714285714,40.0,120
44743,New Zealand,Australia,Christchurch,129,35,6,9.105882352941176,59.0,214
20492,West Indies,Sri Lanka,Pallekele,42,67,8,4.754716981132075,28.0,129
31087,India,New Zealand,Wellington,37,90,8,7.4,36.0,149
45001,Pakistan,New Zealand,Auckland,137,30,8,9.133333333333333,40.0,201
11652,New Zealand,Sri Lanka,Pallekele,55,78,10,7.857142857142857,50.0,174
23910,Bangladesh,Australia,Bangalore,156,0,5,7.8,51.0,156
27787,South Africa,Sri Lanka,Johannesburg,183,6,8,9.631578947368421,65.0,198
4292,Sri Lanka,England,St Lucia,93,21,5,5.636363636363637,28.0,128
31547,Sri Lanka,Pakistan,London,81,28,4,5.282608695652174,21.0,138
47844,Sri Lanka,Australia,Pallekele,125,26,5,7.9787234042553195,31.0,157
8191,India,South Africa,Colombo,73,53,6,6.537313432835821,36.0,152
13384,Pakistan,Bangladesh,Mirpur,27,75,7,3.6,19.0,129
8853,Sri Lanka,India,Chandigarh,174,15,3,9.942857142857143,33.0,206
290,India,England,Bangalore,62,80,9,9.3,54.0,202
1782,England,Australia,Melbourne,95,33,4,6.551724137931035,26.0,130
1306,England,Afghanistan,Colombo,91,46,8,7.378378378378378,33.0,196
45154,West Indies,Pakistan,Barbados,105,6,3,5.526315789473684,44.0,111
18405,South Africa,England,Chittagong,90,54,9,8.181818181818182,37.0,196
40593,South Africa,Bangladesh,Mirpur,116,39,7,8.592592592592593,42.0,169
23457,England,Afghanistan,Delhi,48,80,6,7.2,41.0,142
30668,Pakistan,Australia,Dubai,78,18,2,4.588235294117647,22.0,96
30494,Bangladesh,New Zealand,Hamilton,39,83,8,6.324324324324325,34.0,78
28453,Bangladesh,India,Colombo,35,87,7,6.363636363636363,32.0,166
4391,Pakistan,Australia,Colombo,83,47,8,6.821917808219178,45.0,149
37755,England,Pakistan,Dubai,126,9,6,6.8108108108108105,35.0,148
2409,India,Bangladesh,Mirpur,156,7,6,8.283185840707965,66.0,166
29057,Pakistan,Australia,Dubai,89,43,9,6.935064935064935,30.0,147
29835,Bangladesh,West Indies,St Kitts,100,17,2,5.825242718446602,26.0,118
24329,New Zealand,India,Auckland,178,18,6,10.470588235294118,62.0,203
12307,India,England,Kolkata,83,39,4,6.148148148148148,27.0,120
20102,West Indies,Australia,Barbados,47,90,10,9.4,42.0,160
41850,South Africa,Sri Lanka,Johannesburg,107,17,3,6.233009708737864,33.0,113
42976,Pakistan,New Zealand,Mount Maunganui,158,11,5,8.697247706422019,53.0,181
33306,Bangladesh,India,Colombo,119,17,4,6.932038834951456,34.0,139
8683,Bangladesh,Pakistan,Pallekele,102,53,8,9.134328358208956,40.0,175
17435,New Zealand,Sri Lanka,Lauderhill,46,62,5,4.758620689655173,33.0,81
44285,Sri Lanka,India,Colombo,161,4,3,8.327586206896552,46.0,170
20373,Australia,Pakistan,Dubai,89,66,10,9.88888888888889,58.0,168
12445,Sri Lanka,Pakistan,Mirpur,119,22,8,7.285714285714286,33.0,150
14037,Pakistan,Sri Lanka,Colombo,96,39,7,7.111111111111111,34.0,175
20348,Australia,Pakistan,Dubai,41,89,10,7.935483870967742,41.0,168
47293,South Africa,Australia,Cape Town,40,77,8,5.5813953488372094,33.0,146
38356,England,West Indies,Barbados,114,28,6,7.434782608695652,52.0,152
36232,West Indies,Bangladesh,Mirpur,87,54,8,7.909090909090909,43.0,197
10363,Sri Lanka,New Zealand,Nottingham,157,1,5,7.915966386554622,49.0,158
12270,India,England,Kolkata,43,76,7,5.863636363636363,38.0,120
41136,Pakistan,South Africa,Centurion,194,1,3,9.781512605042018,37.0,195
46937,Pakistan,Bangladesh,Mirpur,50,63,9,5.2631578947368425,26.0,141
31769,Bangladesh,West Indies,St Kitts,98,56,5,9.1875,53.0,143
38088,Bangladesh,West Indies,Lauderhill,82,48,7,6.833333333333333,39.0,171
20679,New Zealand,India,Johannesburg,189,4,3,9.775862068965518,80.0,190
46308,West Indies,England,London,58,72,9,7.25,31.0,125
22341,India,South Africa,Johannesburg,96,74,8,12.521739130434783,53.0,203
48322,West Indies,Bangladesh,Johannesburg,86,51,9,7.478260869565218,50.0,164
11784,New Zealand,South Africa,Centurion,71,69,8,8.352941176470589,42.0,177
3155,Bangladesh,Sri Lanka,Mirpur,125,12,5,6.944444444444445,37.0,147
31819,Bangladesh,West Indies,St Kitts,137,7,1,7.274336283185841,21.0,143
10814,Sri Lanka,England,London,99,42,6,7.615384615384615,31.0,183
17639,India,New Zealand,Mount Maunganui,50,89,9,9.67741935483871,46.0,163
12063,Pakistan,New Zealand,Auckland,99,38,7,7.2439024390243905,39.0,171
24010,Sri Lanka,Pakistan,Lahore,144,22,6,8.816326530612244,43.0,182
17350,India,New Zealand,Wellington,125,23,4,7.731958762886598,37.0,165
7794,India,New Zealand,Delhi,47,83,10,7.621621621621622,41.0,202
2145,India,Australia,Durban,141,25,7,8.905263157894737,62.0,188
8818,Sri Lanka,India,Chandigarh,132,48,7,11.0,49.0,206
9113,Australia,West Indies,Mirpur,170,4,3,8.793103448275861,48.0,178
7594,New Zealand,Sri Lanka,Pallekele,79,43,6,6.1558441558441555,29.0,142
24584,West Indies,England,London,158,10,4,8.618181818181819,43.0,169
41473,Pakistan,India,Kolkata,91,31,7,6.134831460674158,41.0,118
41429,Pakistan,India,Kolkata,38,75,10,5.066666666666666,31.0,118
1146,Australia,India,Chandigarh,63,79,9,9.21951219512195,42.0,160
48196,India,West Indies,Lauderhill,94,52,9,8.294117647058824,38.0,167
27766,South Africa,Sri Lanka,Johannesburg,140,26,8,8.936170212765957,63.0,198
30971,England,Australia,Southampton,55,84,9,9.166666666666666,47.0,162
32905,England,New Zealand,Auckland,153,36,7,10.928571428571429,54.0,214
7401,Australia,England,Adelaide,155,0,6,7.75,40.0,157
48528,Pakistan,Australia,Dubai,45,89,10,8.709677419354838,44.0,150
19444,India,England,Manchester,164,6,2,8.631578947368421,41.0,165
31263,Pakistan,Sri Lanka,Colombo,70,64,7,7.5,29.0,172
28125,South Africa,England,Centurion,171,40,9,12.825,63.0,241
19237,Sri Lanka,India,Colombo,45,90,8,9.0,40.0,152
811,Pakistan,New Zealand,Dubai,85,50,9,7.285714285714286,49.0,166
5739,Pakistan,England,Cardiff,74,63,8,7.7894736842105265,44.0,173
7150,Australia,Sri Lanka,Nottingham,155,2,2,7.88135593220339,61.0,159
16739,India,New Zealand,Hamilton,151,11,6,8.311926605504587,41.0,179
16116,South Africa,India,Nottingham,104,20,7,6.24,29.0,130
13396,Pakistan,Bangladesh,Mirpur,30,63,6,3.1578947368421053,12.0,129
12883,West Indies,New Zealand,Auckland,25,81,9,3.8461538461538463,17.0,126
48717,West Indies,England,Barbados,126,23,7,7.793814432989691,39.0,170
42973,Pakistan,New Zealand,Mount Maunganui,150,14,6,8.49056603773585,49.0,181
45340,Pakistan,Australia,St Lucia,72,69,10,8.470588235294118,49.0,191
50025,Sri Lanka,New Zealand,Chittagong,35,87,8,6.363636363636363,29.0,119
3876,India,West Indies,Trinidad,21,92,9,4.5,21.0,159
10103,Pakistan,South Africa,Cape Town,155,11,7,8.53211009174312,52.0,176
24784,India,Pakistan,Bangalore,79,53,9,7.074626865671642,38.0,133
20226,New Zealand,Bangladesh,Mount Maunganui,36,90,8,7.2,36.0,194
47355,South Africa,Australia,Cape Town,123,16,7,7.096153846153846,51.0,146
6021,New Zealand,England,Christchurch,108,27,6,6.967741935483871,35.0,153
8979,Afghanistan,West Indies,St Kitts,118,13,5,6.616822429906542,38.0,146
24074,Australia,Pakistan,St Lucia,56,80,9,8.4,50.0,191
36091,Australia,India,Sydney,75,72,9,9.375,40.0,194
46242,West Indies,Pakistan,Mirpur,119,16,5,6.865384615384615,44.0,166
5766,Pakistan,England,Cardiff,118,36,8,8.428571428571429,50.0,173
12631,New Zealand,England,Delhi,51,83,9,8.27027027027027,40.0,153
1977,New Zealand,South Africa,Durban,28,81,6,4.3076923076923075,19.0,86
24412,Sri Lanka,New Zealand,Auckland,67,55,5,6.184615384615385,30.0,142
9983,India,Bangladesh,Nottingham,165,7,6,8.761061946902656,53.0,180
22871,New Zealand,West Indies,Auckland,99,41,7,7.518987341772152,40.0,155
39064,Sri Lanka,Australia,Pallekele,177,7,7,9.398230088495575,68.0,198
14116,Pakistan,South Africa,St Lucia,19,85,7,3.257142857142857,15.0,148
9211,India,Bangladesh,Nagpur,129,30,7,8.6,58.0,174
10780,Sri Lanka,England,London,61,75,8,8.133333333333333,37.0,183
20957,Afghanistan,India,St Lucia,29,89,8,5.612903225806452,29.0,115
32108,India,South Africa,Durban,55,86,9,9.705882352941176,49.0,168
10950,New Zealand,Pakistan,Dubai,105,29,6,6.923076923076923,37.0,153
19663,England,Australia,Southampton,106,32,6,7.2272727272727275,40.0,145
12519,England,Pakistan,Manchester,63,71,9,7.714285714285714,39.0,135
22451,Australia,Sri Lanka,Adelaide,52,90,10,10.4,52.0,233
40250,Sri Lanka,Pakistan,Abu Dhabi,89,21,1,5.393939393939394,23.0,102
35232,Sri Lanka,Pakistan,Lahore,72,60,6,7.2,42.0,147
46313,West Indies,England,London,62,67,9,7.018867924528302,24.0,125
31693,West Indies,Australia,Sydney,119,8,3,6.375,34.0,138
21018,Afghanistan,India,St Lucia,81,30,7,5.4,37.0,115
35631,Pakistan,Bangladesh,Mirpur,123,35,7,8.68235294117647,52.0,190
18624,England,New Zealand,Auckland,61,81,8,9.384615384615385,50.0,184
8057,England,West Indies,Barbados,85,65,10,9.272727272727273,33.0,165
6509,Sri Lanka,Pakistan,Abu Dhabi,98,30,9,6.533333333333333,32.0,124
38077,Bangladesh,West Indies,Lauderhill,67,59,7,6.590163934426229,39.0,171
32274,Australia,Sri Lanka,Melbourne,92,43,8,7.1688311688311686,32.0,168
3232,New Zealand,England,Auckland,145,56,6,13.59375,59.0,146
36412,Pakistan,West Indies,Dubai,159,1,6,8.016806722689076,48.0,160
3839,Sri Lanka,Bangladesh,Pallekele,184,6,5,9.68421052631579,66.0,198
11959,South Africa,New Zealand,Chittagong,125,20,6,7.5,49.0,170
23017,Bangladesh,Australia,Cape Town,103,25,7,6.505263157894737,37.0,123
11579,West Indies,India,Lauderhill,110,30,4,7.333333333333333,34.0,143
1315,England,Afghanistan,Colombo,103,37,8,7.445783132530121,34.0,196
8816,Sri Lanka,India,Chandigarh,128,50,7,10.971428571428572,47.0,206
44513,England,West Indies,Trinidad,112,24,4,7.0,29.0,121
1340,England,Afghanistan,Colombo,150,13,7,8.411214953271028,51.0,196
17838,New Zealand,West Indies,Hamilton,165,16,4,9.51923076923077,26.0,191
44904,England,Australia,Cardiff,180,3,6,9.23076923076923,46.0,182
27664,India,Sri Lanka,St Lucia,156,6,6,8.210526315789474,35.0,163
33186,Pakistan,South Africa,Centurion,147,6,1,7.7368421052631575,31.0,168
34981,Sri Lanka,Bangladesh,Johannesburg,57,65,8,6.218181818181818,27.0,147
5794,Pakistan,England,Cardiff,153,10,5,8.345454545454546,38.0,173
34358,India,South Africa,Cape Town,67,70,9,8.04,36.0,172
20043,New Zealand,Bangladesh,Mirpur,153,26,8,9.76595744680851,59.0,204
18413,South Africa,England,Chittagong,98,46,8,7.945945945945946,36.0,196
29764,Bangladesh,West Indies,St Kitts,43,84,6,7.166666666666667,32.0,118
12997,New Zealand,South Africa,Durban,43,89,10,8.32258064516129,43.0,153
9615,England,Pakistan,Abu Dhabi,120,4,4,6.206896551724138,36.0,129
9442,Bangladesh,Australia,Mirpur,88,48,8,7.333333333333333,45.0,153
42085,New Zealand,South Africa,Johannesburg,97,24,4,6.0625,26.0,129
32665,Sri Lanka,Pakistan,Dubai,89,30,6,5.933333333333334,27.0,145
50204,Australia,Bangladesh,Barbados,82,29,4,5.406593406593407,27.0,141
3350,Sri Lanka,India,Nagpur,195,6,6,10.263157894736842,61.0,215
6866,Pakistan,England,Manchester,126,38,8,9.21951219512195,50.0,190
46554,Sri Lanka,West Indies,Barbados,70,70,9,8.4,48.0,195
32373,Bangladesh,Sri Lanka,Colombo,69,72,7,8.625,40.0,155
10974,New Zealand,Pakistan,Dubai,148,5,5,7.721739130434782,56.0,153
14445,India,Bangladesh,Bangalore,142,3,3,7.282051282051282,38.0,146
20069,New Zealand,Bangladesh,Mirpur,200,1,5,10.084033613445378,51.0,204
10230,India,Sri Lanka,Pallekele,144,10,7,7.8545454545454545,37.0,155
23620,West Indies,India,Barbados,95,43,9,7.402597402597403,50.0,169
20746,South Africa,New Zealand,Wellington,63,57,6,6.0,26.0,147
29201,South Africa,Australia,Johannesburg,159,24,9,9.9375,67.0,201
42645,New Zealand,India,Auckland,43,85,8,7.371428571428571,40.0,158
36535,Australia,Sri Lanka,Adelaide,185,3,4,9.487179487179487,52.0,187
36095,Australia,India,Sydney,78,69,8,9.176470588235293,36.0,194
50606,Bangladesh,India,Mirpur,131,3,3,6.717948717948718,45.0,138
4908,South Africa,Afghanistan,Barbados,123,16,5,7.096153846153846,38.0,139
